"index","date","location","speed","position","daytime","weather","class","source direction","mic","channel"
"307","2019-11-12-09-00","Schleusinger-Allee","70","3188120","M","W","T","R","SE","34"
"308","2019-11-12-09-00","Schleusinger-Allee","70","60013","M","W","C","R","SE","34"
"309","2019-11-19-07-25","Langewiesener-Strasse","50","1721432","M","D","C","L","SE","34"
"310","2019-11-13-08-00","Schleusinger-Allee","70","1768328","M","W","C","R","SE","34"
"311","2019-11-18-07-25","Langewiesener-Strasse","50","472712","M","D","C","R","SE","34"
"312","2019-11-19-08-30","Langewiesener-Strasse","50","1441160","M","D","C","R","SE","34"
"313","2019-11-18-15-45","Langewiesener-Strasse","50","1332013","A","D","C","L","SE","34"
"314","2019-11-18-16-40","Langewiesener-Strasse","50","1706360","A","D","C","L","SE","34"
"315","2019-11-18-16-40","Langewiesener-Strasse","50","1422680","A","D","C","L","SE","34"
"316","2019-11-13-15-55","Schleusinger-Allee","70","1561517","A","D","T","R","SE","34"
"317","2019-10-23-16-20","Fraunhofer-IDMT","30","431240","A","D","C","L","SE","34"
"318","2019-11-18-07-25","Langewiesener-Strasse","50","391800","M","D","C","R","SE","34"
"319","2019-11-18-16-40","Langewiesener-Strasse","50","2195431","A","D","C","R","SE","34"
"320","2019-11-19-15-25","Langewiesener-Strasse","50","3431000","A","D","C","R","SE","34"
"321","2019-11-19-15-25","Langewiesener-Strasse","50","1986296","A","D","C","R","SE","34"
"322","2020-08-29-16-07","Hohenwarte","unknown","2914140","M","D","M","L","SE","12"
"323","2019-11-19-08-30","Langewiesener-Strasse","50","1408392","M","D","C","L","SE","34"
"324","2019-11-12-09-00","Schleusinger-Allee","70","770754","M","W","C","L","SE","34"
"325","2019-11-19-07-25","Langewiesener-Strasse","50","636559","M","D","C","R","SE","34"
"326","2019-11-19-07-25","Langewiesener-Strasse","50","2300960","M","D","C","L","SE","34"
"327","2019-11-19-08-30","Langewiesener-Strasse","50","124232","M","D","C","L","SE","34"
"328","2019-11-19-07-25","Langewiesener-Strasse","50","692144","M","D","C","R","SE","34"
"329","2019-11-12-09-00","Schleusinger-Allee","70","1375688","M","W","C","L","SE","34"
"330","2019-11-18-15-45","Langewiesener-Strasse","50","1939810","A","D","C","R","SE","34"
"331","2020-08-29-14-02","Hohenwarte","unknown","4552863","M","D","M","L","SE","12"
"332","2019-11-12-09-00","Schleusinger-Allee","70","1621496","M","W","C","L","SE","34"
"333","2019-10-22-08-40","Fraunhofer-IDMT","30","2329880","M","D","C","R","SE","34"
"334","2019-11-19-15-25","Langewiesener-Strasse","50","2784194","A","D","C","R","SE","34"
"335","2019-11-18-07-25","Langewiesener-Strasse","50","1291256","M","D","C","L","SE","34"
"336","2019-11-19-08-30","Langewiesener-Strasse","50","1220344","M","D","C","R","SE","34"
"337","2019-11-13-15-55","Schleusinger-Allee","70","2148589","A","D","C","L","SE","34"
"338","2019-11-19-15-25","Langewiesener-Strasse","50","487301","A","D","C","L","SE","34"
"339","2019-10-22-15-30","Fraunhofer-IDMT","30","61720","A","D","C","R","SE","34"
"340","2019-11-18-15-45","Langewiesener-Strasse","50","1280973","A","D","T","R","SE","34"
"341","2019-11-19-07-25","Langewiesener-Strasse","50","1613240","M","D","C","R","SE","34"
"342","2019-10-22-08-40","Fraunhofer-IDMT","30","3437816","M","D","C","R","SE","34"
"343","2019-11-19-15-25","Langewiesener-Strasse","50","1692680","A","D","C","R","SE","34"
"344","2019-11-18-07-25","Langewiesener-Strasse","50","644552","M","D","C","R","SE","34"
"345","2019-11-19-15-25","Langewiesener-Strasse","50","3381122","A","D","C","L","SE","34"
"346","2019-11-19-15-25","Langewiesener-Strasse","50","1188839","A","D","C","L","SE","34"
"347","2019-11-18-16-40","Langewiesener-Strasse","50","444461","A","D","C","L","SE","34"
"348","2019-11-18-16-40","Langewiesener-Strasse","50","2051213","A","D","C","L","SE","34"
"349","2019-11-18-15-45","Langewiesener-Strasse","50","2671112","A","D","C","L","SE","34"
"350","2019-11-19-15-25","Langewiesener-Strasse","50","525549","A","D","C","L","SE","34"
"351","2019-11-18-15-45","Langewiesener-Strasse","50","2513288","A","D","C","L","SE","34"
"352","2019-11-13-15-30","Schleusinger-Allee","70","250306","A","D","C","R","SE","34"
"353","2019-10-22-08-40","Fraunhofer-IDMT","30","2167960","M","D","C","L","SE","34"
"354","2019-11-13-15-55","Schleusinger-Allee","70","1625325","A","D","C","L","SE","34"
"355","2019-11-18-15-45","Langewiesener-Strasse","50","2737640","A","D","C","R","SE","34"
"356","2019-11-19-07-25","Langewiesener-Strasse","50","2660744","M","D","C","L","SE","34"
"357","2019-11-19-15-25","Langewiesener-Strasse","50","2254168","A","D","C","R","SE","34"
"358","2019-11-13-15-55","Schleusinger-Allee","70","3343042","A","D","C","L","SE","34"
"359","2019-11-19-07-25","Langewiesener-Strasse","50","3006704","M","D","C","R","SE","34"
"360","2019-11-12-16-00","Schleusinger-Allee","70","1282720","A","W","C","R","SE","34"
"361","2019-11-18-16-40","Langewiesener-Strasse","50","1981784","A","D","T","L","SE","34"
"362","2019-11-18-15-45","Langewiesener-Strasse","50","1537176","A","D","C","L","SE","34"
"363","2019-11-19-16-30","Langewiesener-Strasse","50","1112000","A","D","T","R","SE","34"
"364","2019-11-18-07-25","Langewiesener-Strasse","50","767384","M","D","C","L","SE","34"
"365","2019-11-12-09-00","Schleusinger-Allee","70","1213293","M","W","T","L","SE","34"
"366","2019-11-12-09-00","Schleusinger-Allee","70","1843448","M","W","C","R","SE","34"
"367","2019-11-19-07-25","Langewiesener-Strasse","50","2411192","M","D","C","R","SE","34"
"368","2019-11-19-07-25","Langewiesener-Strasse","50","2511583","M","D","C","R","SE","34"
"369","2019-11-19-07-25","Langewiesener-Strasse","50","574866","M","D","C","R","SE","34"
"370","2019-10-22-16-35","Fraunhofer-IDMT","30","1383618","A","D","T","L","SE","34"
"371","2019-11-19-15-25","Langewiesener-Strasse","50","387920","A","D","C","R","SE","34"
"372","2019-10-22-15-30","Fraunhofer-IDMT","30","96024","A","D","C","L","SE","34"
"373","2019-11-18-15-45","Langewiesener-Strasse","50","290024","A","D","C","R","SE","34"
"374","2019-11-12-09-00","Schleusinger-Allee","70","3127458","M","W","C","R","SE","34"
"375","2019-11-18-07-25","Langewiesener-Strasse","50","848168","M","D","B","R","SE","34"
"376","2019-11-13-08-00","Schleusinger-Allee","70","3001496","M","W","C","L","SE","34"
"377","2019-11-13-15-55","Schleusinger-Allee","70","60504","A","D","C","L","SE","34"
"378","2019-11-19-08-30","Langewiesener-Strasse","50","758216","M","D","C","L","SE","34"
"379","2019-11-13-15-55","Schleusinger-Allee","70","81976","A","D","C","R","SE","34"
"380","2019-11-13-08-00","Schleusinger-Allee","70","3053800","M","W","C","R","SE","34"
"381","2019-11-19-08-30","Langewiesener-Strasse","50","78152","M","D","C","L","SE","34"
"382","2019-11-18-16-40","Langewiesener-Strasse","50","2177362","A","D","C","L","SE","34"
"383","2019-11-13-15-55","Schleusinger-Allee","70","1383832","A","D","T","R","SE","34"
"384","2019-11-19-15-25","Langewiesener-Strasse","50","1591768","A","D","C","L","SE","34"
"385","2019-11-12-16-00","Schleusinger-Allee","70","1765400","A","W","C","L","SE","34"
"386","2019-10-22-16-35","Fraunhofer-IDMT","30","1132952","A","D","C","L","SE","34"
"387","2019-10-22-08-40","Fraunhofer-IDMT","30","2940141","M","D","C","R","SE","34"
"388","2019-11-19-16-30","Langewiesener-Strasse","50","102722","A","D","C","L","SE","34"
"389","2020-08-29-14-02","Hohenwarte","unknown","4699956","M","D","M","R","SE","12"
"390","2019-10-22-08-40","Fraunhofer-IDMT","30","3554888","M","D","C","R","SE","34"
"391","2019-11-19-15-25","Langewiesener-Strasse","50","3116397","A","D","C","R","SE","34"
"392","2019-10-23-08-35","Fraunhofer-IDMT","30","2729944","M","D","C","L","SE","34"
"393","2019-11-12-09-00","Schleusinger-Allee","70","2935320","M","W","C","L","SE","34"
"394","2019-11-12-16-00","Schleusinger-Allee","70","452792","A","W","T","R","SE","34"
"395","2019-11-13-15-55","Schleusinger-Allee","70","16344","A","D","C","R","SE","34"
"396","2019-11-19-15-25","Langewiesener-Strasse","50","2273560","A","D","C","L","SE","34"
"397","2019-10-23-16-20","Fraunhofer-IDMT","30","2961090","A","D","C","R","SE","34"
"398","2020-08-29-11-02","Hohenwarte","unknown","893112","M","D","M","R","SE","12"
"399","2020-08-29-11-02","Hohenwarte","unknown","897144","M","D","M","R","SE","12"
"400","2019-11-13-08-00","Schleusinger-Allee","70","2719106","M","W","C","L","SE","34"
"401","2019-11-13-15-55","Schleusinger-Allee","70","247640","A","D","C","R","SE","34"
"402","2019-11-19-16-30","Langewiesener-Strasse","50","1604768","A","D","C","R","SE","34"
"403","2019-11-19-08-30","Langewiesener-Strasse","50","303608","M","D","C","R","SE","34"
"404","2019-10-23-16-20","Fraunhofer-IDMT","30","2927128","A","D","C","R","SE","34"
"405","2019-11-18-15-45","Langewiesener-Strasse","50","213506","A","D","T","L","SE","34"
"406","2019-11-12-16-00","Schleusinger-Allee","70","1759064","A","W","C","R","SE","34"
"407","2019-11-13-15-55","Schleusinger-Allee","70","2898605","A","D","C","R","SE","34"
"408","2019-11-13-08-00","Schleusinger-Allee","70","2651869","M","W","T","L","SE","34"
"409","2019-11-19-15-25","Langewiesener-Strasse","50","3035522","A","D","C","L","SE","34"
"410","2019-11-18-16-40","Langewiesener-Strasse","50","989624","A","D","C","R","SE","34"
"411","2019-11-13-08-00","Schleusinger-Allee","70","2261047","M","W","C","L","SE","34"
"412","2019-11-13-15-55","Schleusinger-Allee","70","1633325","A","D","C","L","SE","34"
"413","2019-11-12-09-00","Schleusinger-Allee","70","1268930","M","W","C","L","SE","34"
"414","2019-11-19-15-25","Langewiesener-Strasse","50","1846872","A","D","C","R","SE","34"
"415","2019-11-19-15-25","Langewiesener-Strasse","50","705704","A","D","C","L","SE","34"
"416","2019-11-12-16-00","Schleusinger-Allee","70","68840","A","W","T","L","SE","34"
"417","2019-11-19-08-30","Langewiesener-Strasse","50","1486424","M","D","C","R","SE","34"
"418","2019-11-19-15-25","Langewiesener-Strasse","50","3505640","A","D","C","R","SE","34"
"419","2019-10-23-16-20","Fraunhofer-IDMT","30","455288","A","D","C","L","SE","34"
"420","2019-11-13-15-55","Schleusinger-Allee","70","2693514","A","D","C","R","SE","34"
"421","2019-10-22-16-35","Fraunhofer-IDMT","30","1825048","A","D","C","L","SE","34"
"422","2019-11-13-15-55","Schleusinger-Allee","70","2619960","A","D","C","R","SE","34"
"423","2019-11-19-15-25","Langewiesener-Strasse","50","1181912","A","D","C","R","SE","34"
"424","2019-11-19-07-25","Langewiesener-Strasse","50","594765","M","D","C","R","SE","34"
"425","2019-10-22-16-35","Fraunhofer-IDMT","30","201560","A","D","C","L","SE","34"
"426","2019-11-19-15-25","Langewiesener-Strasse","50","468261","A","D","C","R","SE","34"
"427","2019-11-12-16-00","Schleusinger-Allee","70","1675064","A","W","C","L","SE","34"
"428","2019-11-12-16-00","Schleusinger-Allee","70","1645976","A","W","C","L","SE","34"
"429","2019-11-19-08-30","Langewiesener-Strasse","50","1353192","M","D","C","L","SE","34"
"430","2019-11-18-07-25","Langewiesener-Strasse","50","961496","M","D","C","R","SE","34"
"431","2019-11-12-16-00","Schleusinger-Allee","70","1629560","A","W","C","R","SE","34"
"432","2019-11-19-16-30","Langewiesener-Strasse","50","1430120","A","D","T","L","SE","34"
"433","2019-11-18-16-40","Langewiesener-Strasse","50","1083896","A","D","T","L","SE","34"
"434","2019-11-19-15-25","Langewiesener-Strasse","50","45442","A","D","C","R","SE","34"
"435","2019-11-19-07-25","Langewiesener-Strasse","50","86599","M","D","C","R","SE","34"
"436","2019-11-19-15-25","Langewiesener-Strasse","50","1765176","A","D","C","L","SE","34"
"437","2019-11-13-08-00","Schleusinger-Allee","70","2767154","M","W","T","L","SE","34"
"438","2019-11-18-16-40","Langewiesener-Strasse","50","282248","A","D","C","R","SE","34"
"439","2019-11-18-15-45","Langewiesener-Strasse","50","1624088","A","D","C","R","SE","34"
"440","2019-10-23-16-20","Fraunhofer-IDMT","30","321656","A","D","C","L","SE","34"
"441","2019-11-19-16-30","Langewiesener-Strasse","50","570440","A","D","C","L","SE","34"
"442","2019-11-19-07-25","Langewiesener-Strasse","50","2988656","M","D","C","R","SE","34"
"443","2019-11-13-15-30","Schleusinger-Allee","70","868717","A","D","C","R","SE","34"
"444","2019-11-19-07-25","Langewiesener-Strasse","50","490306","M","D","C","L","SE","34"
"445","2019-11-19-15-25","Langewiesener-Strasse","50","3536973","A","D","C","L","SE","34"
"446","2019-11-18-16-40","Langewiesener-Strasse","50","1554392","A","D","C","L","SE","34"
"447","2019-11-19-08-30","Langewiesener-Strasse","50","1594946","M","D","C","L","SE","34"
"448","2019-11-19-15-25","Langewiesener-Strasse","50","485136","A","D","C","L","SE","34"
"449","2019-10-22-08-40","Fraunhofer-IDMT","30","2501677","M","D","C","R","SE","34"
"450","2019-11-19-16-30","Langewiesener-Strasse","50","1002728","A","D","C","L","SE","34"
"451","2019-10-23-16-20","Fraunhofer-IDMT","30","2173880","A","D","C","L","SE","34"
"452","2019-11-19-16-30","Langewiesener-Strasse","50","777776","A","D","C","R","SE","34"
"453","2019-11-19-15-25","Langewiesener-Strasse","50","3459522","A","D","C","L","SE","34"
"454","2019-11-12-16-00","Schleusinger-Allee","70","23416","A","W","C","R","SE","34"
"455","2019-11-13-08-00","Schleusinger-Allee","70","1825400","M","W","C","R","SE","34"
"456","2019-11-12-10-00","Schleusinger-Allee","70","934093","M","W","T","R","SE","34"
"457","2019-11-19-07-25","Langewiesener-Strasse","50","1715624","M","D","C","R","SE","34"
"458","2020-08-29-16-07","Hohenwarte","unknown","3880868","M","D","M","L","SE","12"
"459","2019-11-19-07-25","Langewiesener-Strasse","50","836240","M","D","C","L","SE","34"
"460","2019-11-18-15-45","Langewiesener-Strasse","50","2494520","A","D","C","R","SE","34"
"461","2019-11-12-16-00","Schleusinger-Allee","70","567320","A","W","C","R","SE","34"
"462","2019-11-19-15-25","Langewiesener-Strasse","50","1464216","A","D","B","L","SE","34"
"463","2020-08-29-14-02","Hohenwarte","unknown","114180","M","D","M","R","SE","12"
"464","2019-11-12-09-00","Schleusinger-Allee","70","1373096","M","W","C","R","SE","34"
"465","2019-11-12-09-00","Schleusinger-Allee","70","3254528","M","W","C","L","SE","34"
"466","2019-11-13-08-00","Schleusinger-Allee","70","3564818","M","W","C","R","SE","34"
"467","2019-11-18-16-40","Langewiesener-Strasse","50","1700024","A","D","C","L","SE","34"
"468","2019-11-18-16-40","Langewiesener-Strasse","50","1237256","A","D","C","L","SE","34"
"469","2019-11-13-15-55","Schleusinger-Allee","70","2485741","A","D","C","R","SE","34"
"470","2019-11-13-15-30","Schleusinger-Allee","70","1191192","A","D","C","R","SE","34"
"471","2019-11-18-15-45","Langewiesener-Strasse","50","884456","A","D","C","R","SE","34"
"472","2020-08-29-16-07","Hohenwarte","unknown","696720","M","D","M","R","SE","12"
"473","2019-11-19-07-25","Langewiesener-Strasse","50","3003032","M","D","C","R","SE","34"
"474","2019-11-13-15-55","Schleusinger-Allee","70","1319597","A","D","T","L","SE","34"
"475","2019-11-12-09-00","Schleusinger-Allee","70","3552344","M","W","C","L","SE","34"
"476","2019-10-22-16-35","Fraunhofer-IDMT","30","1736301","A","D","C","R","SE","34"
"477","2019-11-13-08-00","Schleusinger-Allee","70","2234648","M","W","C","R","SE","34"
"478","2019-10-23-08-35","Fraunhofer-IDMT","30","657304","M","D","T","R","SE","34"
"479","2019-11-18-16-40","Langewiesener-Strasse","50","1584536","A","D","C","L","SE","34"
"480","2019-11-19-07-25","Langewiesener-Strasse","50","3286592","M","D","C","R","SE","34"
"481","2019-11-13-15-55","Schleusinger-Allee","70","1059976","A","D","C","R","SE","34"
"482","2019-11-19-15-25","Langewiesener-Strasse","50","2072653","A","D","T","L","SE","34"
"483","2019-11-19-07-25","Langewiesener-Strasse","50","1645952","M","D","C","L","SE","34"
"484","2019-11-19-07-25","Langewiesener-Strasse","50","3009104","M","D","C","R","SE","34"
"485","2019-11-19-16-30","Langewiesener-Strasse","50","403160","A","D","C","L","SE","34"
"486","2019-11-19-16-30","Langewiesener-Strasse","50","1356296","A","D","C","L","SE","34"
"487","2019-11-19-16-30","Langewiesener-Strasse","50","110786","A","D","C","R","SE","34"
"488","2019-10-22-15-30","Fraunhofer-IDMT","30","2593592","A","D","C","R","SE","34"
"489","2019-11-18-15-45","Langewiesener-Strasse","50","2132226","A","D","T","L","SE","34"
"490","2019-11-13-08-00","Schleusinger-Allee","70","2900061","M","W","C","R","SE","34"
"491","2019-11-19-07-25","Langewiesener-Strasse","50","1096688","M","D","C","R","SE","34"
"492","2019-11-13-15-55","Schleusinger-Allee","70","3536578","A","D","C","R","SE","34"
"493","2019-11-12-16-00","Schleusinger-Allee","70","44888","A","W","C","R","SE","34"
"494","2019-11-18-07-25","Langewiesener-Strasse","50","1478024","M","D","C","L","SE","34"
"495","2019-11-18-07-25","Langewiesener-Strasse","50","852104","M","D","C","L","SE","34"
"496","2019-10-23-08-35","Fraunhofer-IDMT","30","1070872","M","D","C","L","SE","34"
"497","2019-11-18-07-25","Langewiesener-Strasse","50","223320","M","D","C","L","SE","34"
"498","2019-11-19-15-25","Langewiesener-Strasse","50","1843336","A","D","C","R","SE","34"
"499","2019-11-19-07-25","Langewiesener-Strasse","50","333512","M","D","C","R","SE","34"
"500","2019-11-12-09-00","Schleusinger-Allee","70","1731704","M","W","C","R","SE","34"
"501","2019-11-18-16-40","Langewiesener-Strasse","50","1260920","A","D","C","R","SE","34"
"502","2019-11-13-08-00","Schleusinger-Allee","70","2052920","M","W","C","L","SE","34"
"503","2019-10-22-16-35","Fraunhofer-IDMT","30","1662530","A","D","C","L","SE","34"
"504","2019-11-19-08-30","Langewiesener-Strasse","50","1291864","M","D","C","L","SE","34"
"505","2019-11-18-16-40","Langewiesener-Strasse","50","412877","A","D","C","R","SE","34"
"506","2019-11-12-16-00","Schleusinger-Allee","70","214184","A","W","C","L","SE","34"
"507","2019-11-18-16-40","Langewiesener-Strasse","50","2006189","A","D","T","L","SE","34"
